"huc12","areasqkm"
"040101020206",57.4950272249
"040101020301",83.2663114874
"040101020302",42.4066626437
"040101020303",71.8143904993
"040101020304",73.3753468729
"040101020305",78.9142457478
"040101020306",107.371380008
"040101020401",67.8423916014
"040101020402",42.1658711905
"040101020403",43.2877900753
"040101020404",94.5159341365
"040101020405",58.6726017671
"040102010101",135.707503779
"040102010102",67.142727997
"040102010103",67.3676560218
"040102010104",56.677317923
"040102010105",77.6148737515
"040102010201",101.640208312
"040102010202",106.444656818
"040102010203",143.451494073
"040102010204",93.8424333473
"040102010205",52.3112120839
"040102010206",44.116482688
"040102010301",152.737617476
"040102010302",82.1770957498
"040102010303",130.510307023
"040102010304",49.1927244258
"040102010305",76.8968830065
"040102010401",43.3217995655
"040102010402",63.1880110127
"040102010403",75.5511164478
"040102010404",80.3476696267
"040102010501",47.1961415687
"040102010502",54.0347937278
"040102010503",45.6537252666
"040102010504",58.4862467202
"040102010601",92.9676694766
"040102010602",123.301577035
"040102010603",44.4717627783
"040102010604",55.4067237068
"040102010605",43.9590270163
"040102010606",123.210019981
"040102010607",68.9155864515
"040102010608",95.2763006888
"040102010701",82.0640662153
"040102010702",92.5680968384
"040102010703",39.0060098901
"040102010704",135.370517337
"040102010705",64.6343752807
"040102010706",119.418461428
"040102010707",166.565609509
"040102010708",52.4078556603
"040102010709",137.802460844
"040102010801",52.3894603453
"040102010802",152.858332693
"040102010803",77.3235104807
"040102010804",95.3555785854
"040102010805",70.7754240917
"040102010806",115.535710453
"040102010807",115.053763587
"040102010901",76.8434435204
"040102010902",91.4382811028
"040102010903",82.8589169569
"040102010904",155.943410805
"040102010905",92.9167535565
"040102010906",141.764000504
"040102010907",82.7236038704
"040102010908",116.898681947
"040102011001",99.4996872222
"040102011002",144.510085637
"040102011003",77.0307527349
"040102011004",89.9884140238
"040102011005",138.065130259
"040102011101",75.249176796
"040102011102",82.3165747334
"040102011103",109.071027534
"040102011104",49.3995705328
"040102011201",79.0245208864
"040102011202",66.8159919227
"040102011203",115.406780984
"040102011301",54.4633578619
"040102011302",49.7951788952
"040102011303",97.0560956153
"040102011304",91.4614115639
"040102011305",100.538026269
"040102011306",48.1907538045
"040102011401",63.8385306324
"040102011402",54.1832657842
"040102011403",54.0729229864
"040102011501",58.2511773641
"040102011502",120.541394045
"040102011503",148.404358034
"040102011504",105.514170524
"040102011505",65.2768523197
"040102011601",88.9022323854
"040102011602",82.5884228578
"040102011603",132.342863554
"040102011604",111.974427794
"040102020101",138.715641169
"040102020102",83.6800122287
"040102020103",61.8387142348
"040102020104",85.9616007676
"040102020105",102.953975583
"040102020201",87.383477557
"040102020202",71.2863226168
"040102020203",115.295557437
"040102020301",66.8952546675
"040102020302",107.75617504
"040102020401",110.514583568
"040102020402",155.324332405
"040102020403",88.6882462901
"040102020404",104.187237921
"040102020501",61.3377514454
"040102020502",134.955897756
"040102020601",104.789097143
"040102020602",137.700025159
"040102020603",94.4543523868
"040102020604",56.2471764652
"040102020605",85.4491559367
"040103010101",70.3658318381
"040103010102",119.181127186
"040103010103",41.6295102791
"040103010201",60.919177947
"040103010202",80.6559291431
"040103010203",42.7801628017
"040103010204",136.991091609
"040103010205",51.3640731155
"040103010301",71.5393185265
"040103010401",42.4078394411
"040103010402",80.6870251973
"040103010403",71.6411667365
"040103010504",39.1296928194
"041201010601",164.444001082
"041201010604",67.7513214413
"041201010502",50.735747548
"041201010410",52.5638356953
"041201010501",148.711212815
"041201010409",8.53366294636
"041201010503",55.3083639111
"041201010408",51.4379621056
"041201010407",98.6140815027
"041201010406",157.767182781
"041300020101",44.0468458545
"041300020102",61.4033989856
"041201010405",49.0632756777
"041201010404",87.4905147176
"041402010703",65.4734662611
"041402011009",83.9560020279
"041402011010",102.450241636
"041402011008",47.108322711
"041402010603",125.449209128
"041402011006",96.7813619273
"041402010602",95.8347746906
"041402010601",93.5395406463
"041402011102",101.752279484
"041402010702",82.3871775844
"041402011106",91.8546218718
"041402010805",67.7964382762
"041402011002",64.2522014602
"041402010802",96.0032566992
"041402010804",66.8927278708
"041402011105",67.9152450089
"041402011103",115.077956737
"041402011003",42.1898864896
"041402011104",105.258655146
"041402011004",63.0543397539
"041402011005",59.1056668958
"041402011603",64.3866846853
"041402011610",116.26520679
"041402011611",92.2590348708
"041402011409",122.043884101
"041402011408",105.414748276
"041402010501",130.058028869
"041402010503",77.4112320096
"041402011403",121.937764114
"041402011402",48.0545371864
"041402011609",58.3894244527
"041402011509",107.331484301
"041402011607",58.9815404921
"041402011508",54.541367167
"041402011405",68.0208862384
"041402011503",109.106229697
"041402010103",124.613629487
"041402011608",62.3789161944
"041402010504",102.72179658
"041402011606",65.6131003035
"041402011306",50.8281560996
"041402011602",66.2229854238
"041402010404",129.526351822
"041402011507",55.2869224749
"041402011601",66.1387818067
"041402011407",55.3880217937
"041201010303",91.6017195144
"041201010302",48.7386130922
"041201020210",76.5619021054
"041201020207",52.547474354
"041201020102",110.967951379
"041201030602",65.773129715
"041201030501",53.5031368458
"041201030503",65.6681190463
"041201030301",64.9878090373
"041201030201",67.1655755757
"041201030302",80.0589049569
"041201030604",71.8206801206
"041201030603",62.4440461218
"041201030504",40.587778552
"041402011406",120.255516453
"041402011401",45.3939506357
"041402010403",146.04114977
"041402011404",99.397366411
"041402010402",46.831932758
"041402010102",112.809748738
"041402011502",80.796002334
"041402011505",68.8311531576
"041402010401",95.437778236
"041402011506",53.3547317162
"041402010303",56.2307874124
"041402010502",115.578502894
"041402010905",124.832407546
"041402011501",109.619270322
"041402011605",75.5010812628
"041402010906",66.7082282773
"041402011205",105.132489161
"041402011305",142.327411474
"041402010101",127.22259427
"041402011204",64.5219713578
"041402011504",107.988023499
"041402010205",77.2790472033
"041402010904",79.7850520414
"041402011304",76.1909150483
"041402010903",115.135506685
"041402010302",91.4186277325
"041402010204",104.859671654
"041402011604",113.129588533
"041402011203",146.980178495
"041402010202",112.172925562
"041402011101",129.320341717
"041402010901",79.6552848646
"041402011302",80.384658815
"041402011202",97.7236057409
"041402010902",95.0054138481
"041402011303",125.910964667
"041402010203",60.0508690686
"041402011201",121.377168387
"041402010701",94.3126640221
"041402010301",105.754369525
"041402010807",60.1417860431
"041402011001",104.850604754
"041401020503",37.5151240212
"041401020703",49.1352358836
"041401020504",72.8104401913
"041401020403",72.1796025657
"041401020902",64.2230247811
"041401020501",42.0782702925
"041503010102",0.000604395428291
"041503010102",0.00558692282892
"041503010102",0.00709406276477
"041503010102",0.000758452822918
"041503010102",0.00621660054178
"041503010107",0.000184370912047
"041503010107",0.00185142856883
"041503010107",6.13229105234e-05
"041503010107",8.79788297154e-05
"041503010107",0.00287257156036
"041300030301",121.521334132
"041401020402",49.0291548251
"041401020502",96.5377893621
"041401020404",38.8639008011
"041401020401",71.3450955787
"041401020201",85.895130121
"041401020203",78.0091416757
"041401020901",93.6102134873
"041501010806",73.6851616018
"041501010403",59.1399091149
"041501010803",56.6682746328
"041501020203",47.0682168733
"041503030101",98.2015693208
"041501020102",0.0193782926215
"041501020102",0.965072639633
"041501020102",5.31474780613
"041501011401",147.263480504
"041501011001",126.04737807
"041503020401",66.9074605303
"041501020303",53.7203346224
"041501020102",17.3572698839
"041503030302",63.26467467
"041503010102",0.00333003809179
"041503010102",0.00386858182009
"041503010102",0.0298329524402
"041503010102",6.29663072187e-05
"041503010102",0.000694925034165
"041503010102",0.000533396996828
"041503010102",0.00282999834736
"041503010102",0.00238493080667
"041503010102",0.00186051402139
"041503010102",0.00884624332963
"041503010102",0.000408298083193
"041503010102",0.00209926671278
"041503010102",0.000479082443555
"041503010102",0.000348472154823
"041300030206",92.7297918061
"041300030503",75.3282753642
"041300030504",108.502911512
"041300030403",102.903467939
"041300030704",58.0197079109
"041401010604",63.5035502923
"041401010602",41.3526360446
"041401010603",62.0820755957
"041401010202",89.7733822012
"041401010402",87.3454652457
"041401010502",51.1201652509
"041401010706",126.457092481
"041401010301",96.1400275353
"041503010104",0.000121143537765
"041503010104",0.00030878389009
"041503010104",0.0164522458747
"041503010104",0.0148523484152
"041503010104",7.18250131962e-05
"041503010104",9.19839275674e-05
"041503010104",0.00110083515915
"041503010104",0.00419681107571
"041503010104",0.000347396074701
"041503010104",0.00115688903094
"041503010104",0.00658775828348
"041503010104",0.00024295450345
"041503010104",0.000121245694648
"041503020604",42.0215733063
"041503010104",0.000891970621886
"041503010104",0.00662741177187
"041503010104",0.000318355946985
"041503010104",32.9116093366
"041503010104",0.00219467817457
"041503010104",0.000213648833711
"041503010104",3.64594489641e-05
"041503010104",0.000105124074982
"041503010104",0.041880904789
"041503010104",0.00014821494628
"041503010104",0.00118473629759
"041503010104",0.00628579044969
"041503010104",7.33678164501e-05
"041402030103",39.37679202
"041402030203",41.3784616267
"041402030204",44.5519273386
"041402030202",46.412875233
"041503010102",13.9081490104
"041503010102",0.00154232286203
"041503010102",0.0650876660934
"041501010304",60.6579390421
"041501010202",65.8258189703
"041501010101",85.8894758248
"041501010301",57.9200549468
"041501010201",66.670198434
"041501010305",134.194290599
"041503010102",0.000125804613497
"041503010102",0.000773377694792
"041503010102",0.000221479344749
"041503010102",0.000147469785982
"041503010102",0.00201688377147
"041503010102",0.00176497904424
"041503010102",0.000334699933557
"041503010102",9.22821418034e-05
"041503010102",0.00251081811936
"041503010102",0.00222185681471
"041503010107",0.000111165084504
"041503010107",0.00510187430525
"041503010107",0.000125534337372
"041503010107",0.000216411853623
"041503010107",0.000658729470279
"041503010107",0.00730279501244
"041503010107",0.000115839906892
"041503010107",0.000782386912879
"041503040203",158.4206506
"041503010107",0.000126444311145
"041300030404",42.2422055487
"041300030505",121.707389012
"041300030302",87.577025208
"041300030406",90.7845624837
"041300030405",74.7061125939
"041300030602",119.845948165
"041300030702",57.8750377749
"041300030601",57.0733560373
"041300030606",41.5000694621
"041300030605",80.2038400046
"041300030604",129.891663545
"041300030703",56.6978556621
"041300030603",94.9042479877
"041401020701",44.6631894537
"041401020803",79.2083428044
"041401020802",61.7353076402
"041401020803",0.315974297845
"041401020705",40.2113000196
"041401020404",0.0936238391213
"041401020702",73.690461839
"041401020602",77.8839915962
"041401020601",109.210350083
"041401020202",106.789508377
"041401020304",62.6650284593
"041401020301",48.290738576
"041401020305",99.1206216803
"041402020705",79.0264855642
"041402020807",16.8670434474
"041402020807",1.78294311603
"041402020404",84.9830816106
"041402020803",115.074356634
"041503010104",5.4714476834e-05
"041503010104",56.9516968842
"041503010104",0.000113779978614
"041503010104",0.000715002414852
"041503040101",63.2086277631
"041503010104",0.00039886930821
"041503010104",5.19934137931e-05
"041503010104",0.036386368949
"041503010104",6.69394795401e-05
"041503010104",0.000373796933779
"041503010105",0.000343248987071
"041503010105",0.0144685507232
"041503010105",0.00891408555516
"041503010105",0.0462721545061
"041503010105",4.84839318978e-05
"041503040404",42.4581602304
"041503040406",75.2836131989
"041503040405",45.5550222097
"041503010202",4.76668893878
"041503010202",2.5212830609
"041503060407",98.5655827597
"041503060207",67.8244750891
"041503060302",96.5980780684
"041503010202",65.7520398215
"041503010203",119.570093033
"041503010202",0.000823974928642
"041503010104",0.000429271253507
"041503010104",0.0263432256495
"041503010104",0.000148081817664
"041503010104",0.0024469365593
"041503010104",0.003264275535
"041503010104",0.0522013363291
"041503010104",0.000624508940419
"041503010104",0.00223370762824
"041503010104",0.0136773392891
"041503010104",0.000492473699988
"041503050602",96.6038872752
"041503010107",0.0208759051926
"041503040302",121.034103013
"041503030504",93.4748617563
"041402020805",64.6058112266
"041402020205",135.75909502
"041402020904",49.1549526875
"041402020903",73.8787344968
"041402020206",95.2330429764
"041402020203",42.8220002489
"041503010102",0.000923405988802
"041503010102",0.00156862909838
"041503010102",0.000372497745397
"041503010102",0.000801903557267
"041503010102",0.00143821037398
"041503010107",0.000256059123504
"041503010107",0.000684899224411
"041503010107",0.000105580736851
"041503010107",0.108748158882
"041503010107",0.00011445958865
"041503010202",0.0153333598875
"041503050703",89.0695459138
"041503050702",95.2016884206
"041503010302",1.8077199078
"041503010301",4.84141147066
"041503070305",75.4685800351
"041503060409",106.554476652
"041402010201",127.162086502
"041300020911",105.326904943
"041300021004",44.8277998436
"041300030701",53.7194474168
"041300030201",47.8452872576
"041300030101",75.5783167784
"041300030203",112.363184009
"041300030202",45.3478932324
"041300030401",100.90261447
"041300030204",42.8590226744
"041300030205",136.7630579
"041300030102",106.356952181
"041300030502",103.741437394
"041300030501",120.372521039
"041402010706",82.2892401027
"041402011107",146.625507708
"041402010705",125.344347756
"041402011301",98.3690031174
"041402010806",138.17307402
"041402010704",89.0952596781
"041402010803",117.949201668
"041402010801",73.5264238628
"041402011007",79.2420576177
"041201020203",98.7154400136
"041201020204",66.0268466303
"041401010601",72.801913738
"041401010703",81.6997789425
"041401010704",133.747995988
"041401010705",39.4358292819
"041401010201",72.544089366
"041401010503",66.8070462721
"041401010302",73.3130719572
"041401010701",87.6218520073
"041401010702",46.4485020158
"041401010401",51.8900678517
"041401010501",63.6741243516
"041201010402",89.659951329
"041201010401",86.4963788644
"041402020105",47.3833684963
"041402020202",84.8552645153
"041402020201",79.1929893415
"041402020103",56.6297861305
"041402020104",95.4526651126
"041501010104",80.6181648457
"041501010103",98.6275690854
"041501010302",120.411620985
"041501010102",112.976362932
"041501010406",129.037527853
"041501010405",96.2480308406
"041501010805",115.207177291
"041501020103",0.0012754552338
"041501011403",49.876862766
"041201020205",101.371817073
"041201020103",76.7184289801
"041201020201",56.3027841144
"041201020108",79.4948018304
"041201020104",46.3631982489
"041201020105",63.6370113683
"041201020206",72.4797977082
"041201020101",83.167223283
"041201020209",116.194080003
"041201020109",64.7623925398
"041201010301",67.1229807413
"041201010204",38.6383748092
"041201010203",104.414671592
"041201010202",53.9159894363
"041201010101",65.3502481476
"041201010201",64.2211433985
"041201010102",80.4278800755
"041201020202",67.0688325891
"041201020208",92.1678308918
"041201020107",58.783861543
"041201020106",66.131624505
"041201030601",52.3610835103
"041201030506",33.0192509385
"041201030202",69.3891615971
"041201030505",39.4220491126
"041201030502",78.7721876281
"041201030303",88.9865593703
"041201030203",45.5107268237
"041201030304",65.2364179707
"041201030204",85.4369105611
"041201030402",73.8941770269
"041201030401",86.0677685062
"041201030101",82.3038289003
"041201030205",68.5612879299
"041201030305",61.0758253562
"041201030102",51.7145327743
"041201030206",40.9815972291
"041201030103",69.4463137236
"041201030104",46.1737231115
"041201030105",79.646814316
"041201030306",66.1152586693
"041201040306",56.8630023841
"041201040304",29.2118529997
"041201040101",59.0145745187
"041201040102",55.1776880669
"041201040103",78.315719061
"041201040104",47.386608965
"041201040401",43.2070487097
"041201040105",99.9224535632
"041201040106",48.8990041486
"041201040402",56.1214731633
"041201040201",49.5029321873
"041201040404",56.3113731052
"041201040107",50.5414009198
"041201040403",50.3209347457
"041201040202",73.8474131654
"041201040108",75.7102115163
"041201040601",128.201474033
"041201040501",47.4854467948
"041201040502",40.5019293453
"041201040301",52.7296567187
"041201040406",54.9945748474
"041201040405",49.9787471868
"041201040303",41.7152464109
"041201040602",73.5784088256
"041201040203",65.5241779624
"041201040503",70.844831724
"041201040604",34.5659856052
"041201040302",53.9672950607
"041201040305",85.6177914819
"041201040505",95.0096871173
"041201040504",65.0437222445
"041201040603",92.0824918604
"041201040605",87.6814014015
"041300010201",80.7603783602
"041300010101",74.9844415651
"041300010702",58.8581818398
"041300010802",98.4489521203
"041300010206",55.0204182563
"041300010503",62.9174153409
"041300010303",42.635273382
"041300010801",65.7340936312
"041300010603",84.7638696819
"041300010403",89.77870538
"041300010402",123.364128064
"041300010401",161.455266628
"041300010701",55.6359007899
"041300010703",61.7983979376
"041300010301",73.850919453
"041300010404",49.4379933407
"041300010102",44.5031993526
"041300010405",61.5266489898
"041300010202",51.4491549303
"041300010302",111.369728319
"041300010203",46.3591704959
"041300010103",63.9626873727
"041300010501",81.0984346969
"041300010205",47.4722087258
"041300010204",39.0578158105
"041300010502",105.009097033
"041300010406",54.0838569989
"041300010407",53.3993308965
"041300010902",100.31137132
"041300010901",90.9651126843
"041300010704",48.8232587684
"041300010304",49.0446370187
"041300010408",111.525867149
"041300010305",80.5334114165
"041300010504",52.632209638
"041300010602",55.0512679197
"041300010601",90.0128184819
"041300020103",116.324914535
"041300020303",69.4731789258
"041300020302",41.6752338924
"041300020301",88.5695528104
"041300020305",59.4282066104
"041300020304",79.4579991034
"041300020502",57.1752218641
"041300020503",54.6617166224
"041300020201",50.8693847445
"041300020203",70.346725248
"041300020505",88.914510154
"041300020202",65.4940842254
"041300020501",59.3033329734
"041300020506",62.7875925006
"041300020504",79.2176895543
"041300020507",115.611041669
"041300020403",77.0098756042
"041300020602",54.7132450326
"041300020601",80.1710945544
"041300020402",58.2054022576
"041300020605",92.6379059045
"041503010104",0.00124174464169
"041503010102",0.000188727654153
"041503020701",81.5657434563
"041503010103",67.6859485588
"041503010104",0.00331922378595
"041503010102",0.00808530672112
"041503010104",0.0267925690765
"041503010104",0.00661953069474
"041503010104",0.000993603687357
"041503010104",0.000221593282292
"041503010102",21.9833012379
"041503010107",0.00327455897695
"041503010107",0.00252233556294
"041503010107",0.000828670257138
"041503010107",0.0013757152377
"041503010107",0.000480516423678
"041503010107",0.00486809586204
"041503010107",0.000192153389156
"041503010107",0.00314641149922
"041503010107",0.000180847805708
"041503010205",0.0220132115254
"041503010205",0.00692660293521
"041503010301",0.000260359417437
"041503010301",0.000204715939113
"041503010301",0.00034716020282
"041503010301",0.000354775143075
"041503010205",0.00159728867112
"041503010205",0.000873537847389
"041503010301",0.000150954145954
"041503010301",8.1012204868e-05
"041503010301",0.000200409220881
"041300020603",84.7324465561
"041300020604",77.3183111339
"041300020802",76.1808240106
"041300020401",97.9470849443
"041300020903",106.582326093
"041300020803",106.727555216
"041300020804",33.9750457121
"041300020905",84.8183685895
"041300020901",55.45628155
"041300020801",105.99573623
"041300020902",46.7116635784
"041300021001",53.3674709757
"041300020705",51.1266084464
"041300020909",82.5582956408
"041503020201",37.5769137738
"041503020303",45.1473548418
"041501020202",68.8450168808
"041503050407",147.344213071
"041503030204",41.7090424802
"041503020102",68.7044755249
"041503010102",0.00945057578676
"041503010102",0.00878637653836
"041503030103",88.0554817084
"041503020503",55.0227983591
"041503010104",0.000221461021837
"041503010104",0.000105967450948
"041503010104",0.000125769576141
"041503010104",0.00539561485316
"041503010104",0.00014289580186
"041503010104",0.00418882005076
"041503010104",7.73201511802e-05
"041503020801",75.0480139739
"041503030502",46.4736840171
"041503010104",0.103393033254
"041503010301",0.0671290020586
"041503010301",0.000569376013841
"041503010301",0.0104855092546
"041503010301",0.346834155041
"041503010301",4.9525426932e-05
"041503010301",0.00444592500666
"041503010301",0.000295022620601
"041503010301",0.0714465680223
"041503010301",0.00282187649127
"041300020904",107.954144646
"041300020701",39.0878028594
"041300020702",70.2035627416
"041300020704",58.7939040922
"041300020906",47.223875039
"041300021003",58.3797938777
"041300020907",65.0813440387
"041300021002",74.2893117657
"041300020908",87.5215166305
"041300020910",95.9429127267
"041300020703",69.6638977153
"041300021005",76.8514115144
"041300030402",146.905491143
"041300030103",56.8169611538
"041401010205",94.9685969666
"041401010204",48.0617644199
"041401010203",48.9878541933
"041401010204",9.27648165252
"041401010103",97.623625735
"041401010102",50.0296013996
"041401010101",60.8667319735
"041401020704",70.1871062075
"041401020405",71.3411103054
"041401020801",64.4383329088
"041401021002",92.9986081332
"041401021004",50.8865146827
"041401021001",33.5676298297
"041401020903",63.3690719692
"041401021003",51.2660468912
"041401020103",54.9975473651
"041401020102",60.4854382209
"041401020101",47.3064105722
"041401020303",112.856257084
"041401020302",92.2432485953
"041402020302",95.812855622
"041402020802",60.3280157643
"041402020807",24.9039913651
"041402020107",50.7115143338
"041402020601",83.345611645
"041402020701",56.9531450625
"041402020604",112.967542433
"041402020602",64.5272015035
"041402020702",94.348934026
"041402020401",89.3602744827
"041402020603",58.5113259599
"041402020703",45.8296173534
"041402020501",75.3866646903
"041402020403",109.208210564
"041402020704",75.7701407848
"041402020402",100.59276227
"041402020502",54.170908713
"041402020605",74.347895799
"041402020606",52.898436449
"041402020503",61.3629980237
"041402020504",86.4687880242
"041402020902",78.449669541
"041402020303",55.9556919152
"041402020807",40.0330316435
"041402020808",207.844340204
"041402020305",89.3257644519
"041402020801",46.2455796009
"041402020804",39.574272921
"041402020905",105.587489887
"041402020806",34.8501536512
"041402020304",69.1725467858
"041402020301",87.4312767113
"041402020901",47.9040495933
"041402020102",116.625394098
"041402020204",87.8901311994
"041402020106",48.4420140881
"041201010403",77.3909736096
"041402030102",75.1673773503
"041402030101",82.1901412525
"041402030201",47.4682771271
"041501020402",26.4328357957
"041501020402",1.56989658227
"041501011402",55.9429543396
"041503020301",67.9806757035
"041501020202",0.522081059865
"041501020202",0.00150572760593
"041501020202",0.0092982982734
"041501011404",118.814575788
"041503020304",60.4277674368
"041501020101",58.952835664
"041503010104",0.000957693813215
"041503010104",0.00200184240907
"041503010104",0.000366072172245
"041503010104",0.00150496602591
"041503010104",0.0333353870648
"041503010104",0.000137414916709
"041503010104",0.0176946466419
"041503010104",0.00223278546396
"041503010104",0.00131617907728
"041503010104",0.0288975729873
"041501010203",120.605792991
"041501010404",71.5574117754
"041501010303",119.14173298
"041501010601",62.8364996604
"041501010801",57.9091802261
"041501010402",44.0344793881
"041501010504",41.7005693321
"041501010407",85.3559522808
"041501010602",125.481604629
"041501010802",62.5256454742
"041501011201",71.9910537987
"041501010804",113.859750134
"041501010703",53.5546840198
"041501010503",140.385960824
"041501010902",52.8794693405
"041501010701",86.5865655898
"041501010502",106.431017632
"041501010901",91.9756066842
"041501010903",70.1873830987
"041501010702",107.192300908
"041501011203",66.8310993616
"041501011202",51.0310581222
"041501011004",49.1224178225
"041501020402",0.129564979772
"041501010904",138.28283578
"041501020402",0.0440080280542
"041501010501",96.2711143338
"041501020402",0.00832769567176
"041501011104",48.4905592995
"041501020402",5.69150100494
"041501011003",38.4865451892
"041501020402",0.0203160362982
"041501011105",94.4548219825
"041501011302",71.3081024142
"041501011204",64.0468925387
"041501020402",0.135080783284
"041501011101",88.1938515806
"041501020402",75.2278168077
"041501011103",122.03795228
"041501011102",47.8091494292
"041501020401",105.599712083
"041501011002",59.3644899659
"041501011005",171.926168663
"041501011301",69.1391261344
"041503030202",60.5935739205
"041501020102",51.5328004575
"041503030203",59.1623411436
"041503030301",82.475742853
"041503020302",126.203144084
"041503050406",145.432440046
"041503020101",125.041542421
"041503020402",106.8306561
"041503010107",0.000854556821372
"041503010107",0.000546408686911
"041503010107",5.06554817252e-05
"041503010107",0.000957721365477
"041503040403",157.731516776
"041503021001",62.0034046638
"041503050701",77.6704803216
"041503060406",53.023808113
"041503010301",0.000321329856544
"041503010301",0.000174079945974
"041503010205",0.000246242609812
"041503010301",0.000613034930542
"041503010301",0.000747343549092
"041503010301",0.000485165014055
"041503010301",0.00113302264736
"041503010301",0.000770298488351
"041503010301",0.000153094616152
"041503010301",7.66102870465e-05
"041503010205",0.000367849722319
"041503010301",0.000271655472896
"041503010301",0.000163083417033
"041503010301",0.00020878310042
"041503030303",74.7302706182
"041503020501",44.5933109251
"041503030102",59.458253716
"041501020103",93.0595550159
"041501020302",87.9729050026
"041503010102",5.45103015315
"041503020202",82.5917110249
"041503020203",71.1531124268
"041503010102",0.0380838642873
"041503010102",0.00109195014726
"041503030201",132.761117957
"041503030205",55.9218817735
"041501020201",117.19848034
"041503010102",0.0038165027582
"041503010102",48.5237094645
"041503030401",51.0535113401
"041503010101",72.6675773895
"041503010102",0.00840994827037
"041503010102",7.57260289516e-05
"041503010102",4.48607915379e-05
"041503020103",175.022326264
"041503010102",0.00174936844109
"041503010102",0.0409140428358
"041503010102",0.000356838739026
"041503010102",0.000451713757776
"041503010102",0.000657875534158
"041503010102",0.00930007842775
"041503010102",0.00244125059291
"041503010102",0.000138917962782
"041503010102",0.000127228173444
"041503010102",0.0138616959696
"041503010102",3.43421410033e-05
"041503010102",5.16155094389e-05
"041503010102",0.00072314357661
"041503050501",57.1366866027
"041503010102",0.0441996584699
"041503010102",0.00133082550388
"041503010102",0.000515599250452
"041503010102",0.000138052012756
"041503010102",0.00066097884097
"041503010102",0.000412789167402
"041503010102",0.000301201062854
"041503010102",0.000482245955375
"041503010102",0.000346196567952
"041503010102",0.0010706408263
"041503010102",9.59850887402e-05
"041503010102",0.0131402464395
"041503010102",0.453041467631
"041503010102",0.00180983576097
"041503010102",0.0455239079283
"041503010102",0.00110583245102
"041503010102",0.000709785570406
"041503010102",0.00272026487683
"041503010102",0.00148594988379
"041503010102",0.00477508264211
"041503020502",91.5321105778
"041501020301",101.97850463
"041503010102",0.0329110750138
"041503010102",0.00108643985577
"041503010102",0.000472267233596
"041503010102",0.000140379546197
"041503010102",0.000158055550049
"041503010102",7.13615393467e-05
"041503010102",0.000334791756084
"041503010102",0.00442577634801
"041503010102",0.000106050823528
"041503010102",0.000120672080972
"041503010102",0.00519718770534
"041503010102",0.000705690556378
"041503010102",0.000279449382295
"041503010102",0.00126322407865
"041503010102",0.000165129997587
"041503010102",0.00575000133508
"041503010102",0.268382744592
"041503010102",0.000519789897991
"041503010102",0.00011268056231
"041503010102",0.000398141928445
"041503010102",0.00215664983299
"041503010102",0.000730899053781
"041503010102",0.000111395255103
"041503010102",0.00879186954276
"041503010102",0.00142780341415
"041503010102",0.000506632031387
"041503010102",0.00260155753705
"041503010102",0.000491293539067
"041503010102",0.000295895992563
"041503010102",0.000261945009916
"041503010102",0.00018424990338
"041503010102",0.00273072320351
"041503010102",0.0127445814385
"041503010102",0.000739952365741
"041503010102",0.000830805113488
"041503010102",0.00545457960658
"041503010102",0.00357125506087
"041503010102",0.000304062774648
"041503010102",0.00136328619063
"041503010102",0.00684691633041
"041503010102",0.00643375965236
"041503010102",0.0052283739341
"041503010102",0.00212650785883
"041503010102",0.0013540698826
"041503010102",0.0186322594299
"041503010102",0.00422438986877
"041503010102",0.00420053317225
"041503010102",0.0100127949371
"041503010104",0.000178229229423
"041503010102",0.000155983177528
"041503010104",0.00335221454093
"041503010102",0.000285011396108
"041503010102",0.15547813842
"041503010102",0.000312850157685
"041503010102",0.00532708508616
"041503010104",0.00766072829111
"041503010102",0.00211016085654
"041503010102",0.00447163713806
"041503010102",0.00340008871965
"041503010102",0.000292333470557
"041503010104",0.00408150093816
"041503010102",0.00655495158599
"041503020601",121.043189448
"041503010104",0.000260969765841
"041503010102",0.866001472936
"041503010102",7.50455261002e-05
"041503010102",0.000500777394012
"041503010102",6.67936712632e-05
"041503010102",0.000398336230934
"041503010102",0.00439416371739
"041503010102",0.0108903364454
"041503010102",9.71827385457e-05
"041503010102",0.000509717128879
"041503010104",0.000185327579763
"041503010102",0.000292079827552
"041503010102",0.0342659215793
"041503010102",0.000417954978624
"041503010102",0.0029368001937
"041503010104",0.000126417922172
"041503010102",6.53554595266e-05
"041503010102",0.724973233233
"041503010102",0.000123649816415
"041503010102",5.00795064978e-05
"041503010102",0.00478933417749
"041503040102",136.470744251
"041503010104",3.9011048859e-05
"041503020504",97.1018113526
"041503010102",0.000389422267563
"041503010102",7.0200325262e-05
"041503010102",0.00924530817657
"041503010102",0.000292267191204
"041503010104",0.00113579878278
"041503010104",0.000291068207581
"041503010102",0.000449298490935
"041503010104",0.00164257169362
"041503010102",8.43360923126e-05
"041503010104",0.00230484244117
"041503010102",0.000244858958985
"041503020603",79.0784690861
"041503010104",0.00445970069509
"041503010104",0.00110539635169
"041503010104",0.00270718397999
"041503010104",0.00348183180303
"041503010102",0.00382623704338
"041503010104",0.00339029109983
"041503020702",83.6536238265
"041503010104",0.000347937271326
"041503010102",0.000322811819174
"041503010102",0.0239314599575
"041503010104",0.000304219377698
"041503010104",7.14483313653e-05
"041503010104",0.00196898876873
"041503010104",0.0103019091816
